2026-01-31 01:16:36 | eLibrary_to_IRBIS.src.converters.elibrary_excel_test | INFO | elibrary_excel_test:133 | Обработка файла: view-source_https___elibrary.ru_item.asp_id88765411.html
2026-03-22 08:04:32 | eLibrary_to_IRBIS.web.app | INFO | app:94 | ==================================================
2026-03-22 08:04:32 | eLibrary_to_IRBIS.web.app | INFO | app:95 | Запуск Flask-приложения
2026-03-22 08:04:32 | eLibrary_to_IRBIS.web.app | INFO | app:96 | Режим отладки: False
2026-03-22 08:04:32 | eLibrary_to_IRBIS.web.app | INFO | app:97 | Хост: 0.0.0.0, Порт: 5000
2026-03-22 08:04:32 | eLibrary_to_IRBIS.web.app | INFO | app:98 | Директория шаблонов: templates
2026-03-22 08:04:32 | eLibrary_to_IRBIS.web.app | INFO | app:99 | ==================================================
2026-03-22 08:04:42 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET / - IP: 127.0.0.1
2026-03-22 08:04:42 | eLibrary_to_IRBIS.web.app | INFO | app:59 | Рендеринг главной страницы - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 YaBrowser/25.12.0.0 Safari/537.36
2026-03-22 08:04:42 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET / - Статус: 200 - Длительность: 0.148с - IP: 127.0.0.1
2026-03-22 08:04:42 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /static/css/style.css - IP: 127.0.0.1
2026-03-22 08:04:42 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /static/css/style.css - Статус: 304 - Длительность: 0.010с - IP: 127.0.0.1
2026-03-22 08:04:45 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /converter/html_upload - IP: 127.0.0.1
2026-03-22 08:04:45 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /converter/html_upload - Статус: 200 - Длительность: 0.032с - IP: 127.0.0.1
2026-03-22 08:04:45 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /static/css/style.css - IP: 127.0.0.1
2026-03-22 08:04:45 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /static/css/style.css - Статус: 304 - Длительность: 0.050с - IP: 127.0.0.1
2026-03-22 08:04:47 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /converter/excel_upload - IP: 127.0.0.1
2026-03-22 08:04:47 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /converter/excel_upload - Статус: 200 - Длительность: 0.026с - IP: 127.0.0.1
2026-03-22 08:04:47 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /static/css/style.css - IP: 127.0.0.1
2026-03-22 08:04:47 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /static/css/style.css - Статус: 304 - Длительность: 0.023с - IP: 127.0.0.1
2026-03-22 08:04:48 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /converter/txt_key_upload - IP: 127.0.0.1
2026-03-22 08:04:48 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /converter/txt_key_upload - Статус: 200 - Длительность: 0.022с - IP: 127.0.0.1
2026-03-22 08:04:48 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /static/css/style.css - IP: 127.0.0.1
2026-03-22 08:04:48 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /static/css/style.css - Статус: 304 - Длительность: 0.009с - IP: 127.0.0.1
2026-03-22 08:04:49 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /converter/exel_key_upload - IP: 127.0.0.1
2026-03-22 08:04:50 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /converter/exel_key_upload - Статус: 200 - Длительность: 0.023с - IP: 127.0.0.1
2026-03-22 08:04:50 | eLibrary_to_IRBIS.web.app | INFO | app:24 | Запрос начат: GET /static/css/style.css - IP: 127.0.0.1
2026-03-22 08:04:50 | eLibrary_to_IRBIS.web.app | INFO | app:31 | Запрос завершен: GET /static/css/style.css - Статус: 304 - Длительность: 0.008с - IP: 127.0.0.1
